7158760630000001e-24,320320005e-17,30812298749999997e-25,29953263000000003e-25,2927517375e-18,2867376e-15,28064425250000005e-25,274504645e-17,26850517749999997e-25,2623138525e-18,25590056e-16,249161365e-17,24155239500000004e-25,23257057749999997e-25,22226688025e-19,21065469175e-19,19777575199e-19,18305504575000005e-25,165579098e-17,14538763374999998e-25,12315350075e-19
-139328296e-17,-661282932575e-21,-6623723925e-19,-6792400125e-19,-69869947e-17,-7253219e-16,-7565344124999999e-25,-7907669200000001e-25,-8280478999999999e-25,-8672339024999999e-25,-90539391275e-20,-9457253025e-19,-9952546600000001e-25,-10577975099999999e-25,-113516884e-17,-12335551625e-19,-13568569275e-19,-14999276499999999e-25,-166004495e-17,-1843375875e-18,-20535782499999997e-25
-1122726525e-18,-5188978925e-19,-5281460875000001e-25,-550954255e-18,-5761235075e-19,-6053926525e-19,-63908761e-17,-6709522025000001e-25,-7009391e-16,-7310573249999999e-25,-7621548850000002e-25,-7989655749999999e-25,-8508025999999999e-25,-927925675e-18,-10301095399999999e-25,-11508872925e-19,-12800257e-16,-14163301999999999e-25,-15736695499999999e-25,-17594304250000001e-25,-1976596525e-18
880377425e-17,394592235e-17,3793438225e-18,36861480000000003e-25,36043454999999997e-25,35323351e-16,346011635e-17,33900633999999996e-25,332187385e-17,32537865500000003e-25,31838471000000006e-25,31116266999999993e-25,30309243000000007e-25,29364197e-16,28278940375e-19,27106091224999998e-25,25848019475e-19,24454987232499996e-25,227973948e-17,20780241924999996e-25,18457824774999997e-25
4723702900000001e-24,21478553000000002e-25,20704105999999995e-25,2012007575e-18,19660781749999997e-25,19233933499999997e-25,18773369500000003e-25,1830018875e-18,1781049125e-18,17296800025000001e-25,1675261575e-18,16157958075000001e-25,15449319250000002e-25,14600292399999999e-25,13612024975e-19,12511130225e-19,1133622935e-18,10086057700000003e-25,8645715925e-19,691015685e-18,482104585e-18
-9579363625e-19,-46676382e-17,-4633202125e-19,-4716604695e-19,-4804215025e-19,-4967088475e-19,-5221942325e-19,-55315503e-17,-5873919537499999e-25,-6273687950000001e-25,-671150865e-18,-721673285e-18,-78437199325e-20,-8613336500000001e-25,-9514647749999998e-25,-10526136749999999e-25,-11694466775e-19,-1300414375e-18,-14517727e-16,-16297517750000002e-25,-18368118000000001e-25
-40232811125000003e-26,-20364001000000003e-26,-22203408749999997e-26,-24737981500000003e-26,-26803035925e-20,-2900022825e-19,-31924675325000003e-26,-3526674225e-19,-38963351749999993e-26,-43162342500000006e-26,-476816865e-18,-5250251874999999e-25,-5819932949999999e-25,-6546895599999999e-25,-7462360549999999e-25,-8553963499999998e-25,-97575491e-17,-1103834025e-18,-1252818025e-18,-1430526725e-18,-16430193250000002e-25
9528307499999997e-25,468903865e-18,43444267500000003e-26,40089285000000003e-26,369466825e-18,334886565e-18,2980048625e-19,2589246275e-19,218036968975e-21,16946060265e-20,1105650578e-19,421494e-16,-3428346375000001e-26,-11846931935e-20,-20866425475000003e-26,-3023650875e-19,-40479289325e-20,-5220214175000001e-25,-6572146599999999e-25,-8255847375e-19,-10243943999999998e-25
-7616204300000001e-25,-37404486749999995e-26,-38203468749999997e-26,-40398717449999997e-26,-42757928e-17,-45720502750000004e-26,-4927383925e-19,-5297113300000001e-25,-564162345e-18,-5990470275e-19,-6342354525e-19,-6754977149999999e-25,-729084175e-18,-8073188999999999e-25,-9103573999999999e-25,-10327333e-16,-1162011125e-18,-13009369500000001e-25,-14574121499999999e-25,-16409266499999998e-25,-186087315e-17
-11220015924999999e-25,-5518054399999999e-25,-5529838025e-19,-5642174825e-19,-579450578e-18,-5996368084999998e-25,-62636425e-17,-6589159075e-19,-6939616305e-19,-7311229775e-19,-7688163150000001e-25,-8125725924999998e-25,-870721465e-18,-9487809824999999e-25,-10424293577500002e-25,-11424905875e-19,-12551202325e-19,-138830165e-17,-15536188e-16,-17498992750000001e-25,-1969973975e-18
