7442354425e-19,7296834825e-19,7350641700000001e-25,7525820575000001e-25,7877610525000002e-25,8381369505e-19,9028898075e-19,9814585575e-19,107808244e-17,11900037500000002e-25,13210143975e-19,12503456875e-19,12109388275e-19,11947123425000002e-25,12020333874999999e-25,1234964925e-18,12911679424999999e-25,13711537000000001e-25,14789563949999998e-25,16137607999999999e-25,177739295e-17,15995667725e-19,14596047225000001e-25,13516281325000001e-25,12740809749999997e-25,12252918974999998e-25,12046841075e-19,12119028e-16,12489927925e-19,13142173575000001e-25,14043542249999997e-25,7233415452499999e-25,7384173000000002e-26,-55788286475e-20,-117618925e-17,-17909173750000003e-25,-239891555e-17,-3004670325e-18,-361014305e-17,-42172674e-16,-4828640775000001e-24,-509079745e-17,-526237295e-17,-53393475875e-19,-5335377352499999e-24,-525670129e-17,-5106062222250001e-24,-488797435e-17,-46105359425000006e-25,-4275524547000001e-24,-3890980785e-18,-318807381825e-20,-25030397500000004e-25,-18405350374999998e-25,-12029528087499998e-25,-5888218374999999e-25,3643272499999987e-27,5782727800000001e-25,11387570975e-19,16900726e-16,22336498250000004e-25,2601020975e-18,29945230250000003e-25,34044362500000003e-25,3831441474999999e-24,42720452500000005e-25,4723936525e-18,5185646100000001e-24,5656292675e-18,613045985e-17,6602401300000001e-24
8159301874999998e-25,8115311775e-19,8279418899999999e-25,8585156924999999e-25,9056525449999999e-25,9724450150000001e-25,10543100619999998e-25,1153924745e-18,127173793675e-20,1410239585e-18,15693362049999998e-25,14982818899999999e-25,1461068025e-18,14542167249999998e-25,14749015725e-19,15245786e-16,1605592675e-18,17169711649999998e-25,18609398400000003e-25,20358532e-16,22481453000000005e-25,20649378e-16,1929666175e-18,18352016875e-19,17828271925e-19,1771232375e-18,17981157e-16,186148635e-17,19602271000000003e-25,20966538249999998e-25,226994455e-17,15687266200000003e-25,9199197624999999e-25,29605768825e-20,-305174315e-18,-8944775525e-19,-14732255500000001e-25,-2050403575e-18,-26167808e-16,-31809357000000003e-25,-37387886750000005e-25,-4026156875000001e-24,-4215955625e-18,-43387852075e-19,-440150866e-17,-4405117322500001e-24,-435530611e-17,-42510579475e-19,-40961696875e-19,-38926701274999995e-25,-36404142175000005e-25,-294545277e-17,-22695193274999996e-25,-16175137850000003e-25,-990498385e-18,-386605635e-18,19608677500000002e-26,757397965e-18,13024443499999998e-25,18331287999999999e-25,2354494325e-18,270621445e-17,30879812250000003e-25,3489577775e-18,3908416900000001e-24,4341474625e-18,47870693e-16,52438597000000004e-25,57084290250000004e-25,6177162175000001e-24,6644227925e-18
-6929964e-15,-68155812525000005e-25,-6854899670000001e-24,-70223967749999995e-25,-731338515e-17,-772027245e-17,-8231003225e-18,-882793375e-17,-94889227e-16,-10179312999999999e-24,-10868099e-15,-10868723974999999e-24,-1107715745e-17,-11475486825e-18,-12028337500000004e-24,-12680834749999999e-24,-13364301700000002e-24,-1400002165e-17,-14518148174999999e-24,-14858001074999998e-24,-1498420565e-17,-15048094125e-18,-15391609075000004e-24,-1595355325e-17,-16630635999999998e-24,-17299564000000003e-24,-17835686e-15,-1814747e-14,-181691125e-16,-17895333350000002e-24,-173570235e-16,-1775114125e-17,-1827909025e-17,-1880863875e-17,-19216548500000003e-24,-19407318e-15,-19331548e-15,-1899262725e-17,-18426378e-15,-177119315e-16,-16931636249999996e-24,-1679895025e-17,-16454341e-15,-15931409249999998e-24,-152735876e-16,-1453848075e-17,-13786819324999999e-24,-13071824449999997e-24,-1243391895e-17,-11903230825e-18,-114970586e-16,-10622980125000001e-24,-983152915e-17,-9136472875e-18,-855072255e-17,-80805945e-16,-772926965e-17,-749541545e-17,-73770128500000004e-25,-736947095e-17,-74670148e-16,-69595100750000005e-25,-6552561e-15,-624144505e-17,-60211326e-16,-5887331125e-18,-5833638900000001e-24,-58563819e-16,-5949139525e-18,-61052289e-16,-6320298525000001e-24
63666625e-17,6473103825e-19,6693215425e-19,7029581725e-19,7491354550000001e-25,8088953299999998e-25,8798973299999999e-25,9633585625e-19,10596012525e-19,11704038175000001e-25,1300595425e-18,123099664e-17,11912841199999998e-25,11761444225e-19,11857838925e-19,12195918949999998e-25,12787818099999998e-25,13627993575e-19,14715905050000002e-25,16060523724999998e-25,17692062672499999e-25,15937885574999998e-25,14560104637500001e-25,13498841924999997e-25,12723859975e-19,12243661775e-19,12051800174999999e-25,12114224024999998e-25,124658785e-17,130959883e-17,139735306e-17,715907715e-18,6627945499999998e-26,-5652916525e-19,-1186724475e-18,-18033767499999998e-25,-241068125e-17,-30234567000000004e-25,-36288070250000003e-25,-42381464750000004e-25,-484623345e-17,-510173515e-17,-52675916925e-19,-53469182925e-19,-53414659e-16,-5262094887499999e-24,-511320025e-17,-489635885e-17,-4614983275e-18,-4276513405e-18,-388478369075e-20,-31820689200000005e-25,-24955505e-16,-18323554775e-19,-1194898275e-18,-5804901800000001e-25,11424827500000019e-27,5860354675e-19,1146084725e-18,169495675e-17,223490245e-17,2600560075e-18,2991423725e-18,33996128500000005e-25,3823091525e-18,42600907e-16,47090718e-16,51683860750000006e-25,5637045775e-18,6108824249999999e-24,6578284249999998e-24
-7107484642499999e-24,-7004335229999999e-24,-7054229150000001e-24,-7232669175e-18,-7538415200000001e-24,-79599687e-16,-849023125e-17,-910533455e-17,-977762775e-17,-10476870250000001e-24,-11162652e-15,-11160731924999999e-24,-11375284925e-18,-117814683e-16,-12341857249999999e-24,-12999980825e-18,-13682715774999997e-24,-14307252800000002e-24,-14797380075000002e-24,-15104848425e-18,-15189218925e-18,-15246932575e-18,-1558675185e-17,-16150645e-15,-16832803e-15,-1750865975e-17,-1804874e-14,-18355113250000002e-24,-1836914825e-17,-18080475949999996e-24,-17520982275000002e-24,-17933654500000004e-24,-1844693825e-17,-189642055e-16,-193548825e-16,-19527475499999998e-24,-194311015e-16,-1906975625e-17,-1848846175e-17,-1776859075e-17,-16990204250000002e-24,-16854191999999998e-24,-16510086749999997e-24,-15984343750000002e-24,-15322099e-15,-1458132955e-17,-13822979875e-18,-13100294674999999e-24,-1245592025e-17,-11919925925e-18,-1150933205e-17,-10638717674999999e-24,-9847212499999999e-24,-91529327e-16,-856805445e-17,-8099105274999999e-24,-7748898074999999e-24,-7516856675e-18,-74002922e-16,-7394943400000001e-24,-74946661e-16,-6988430725e-18,-6581662199999999e-24,-6271376774999999e-24,-6052335024999999e-24,-5919597199999999e-24,-5867797e-15,-5891862975e-18,-598552665e-17,-6143959075e-18,-6360543275e-18
-184874321e-17,-17754742624999998e-25,-1758152118725e-21,-17797265827500003e-25,-18362141699999996e-25,-19279380350000003e-25,-20532285925e-19,-221517225e-17,-241286675e-17,-2649122625e-18,-29241346e-16,-29746784e-16,-307948495e-17,-32396161250000004e-25,-345699185e-17,-373107855e-17,-40644697e-16,-44510051e-16,-489125935e-17,-5381299800000001e-24,-592681795e-17,-6066289899999999e-24,-6328916749999999e-24,-670469715e-17,-7194577225e-18,-77753769e-16,-842536695e-17,-9109828374999998e-24,-9796676049999998e-24,-10449749899999999e-24,-11028480875e-18,-11576187499999999e-24,-12204616300000001e-24,-12851361875e-18,-13455969274999998e-24,-13954720150000001e-24,-14295238775e-18,-14441722875e-18,-14377915975e-18,-14109732224999998e-24,-13662458425e-18,-13638761675e-18,-13413236925000002e-24,-13009354325000002e-24,-124544254e-16,-1178989155e-17,-110575228e-16,-10299663425e-18,-9551739375e-18,-884273745e-17,-8192687674999999e-24,-73645531e-16,-6585584449999999e-24,-5861729875000001e-24,-51964370925e-19,-45908250225e-19,-404420727575e-20,-35537746100000003e-25,-311558399e-17,-27262139925e-19,-2381449485e-18,-1923364125e-18,-15025217275e-19,-11118176424999998e-25,-74477962e-17,-39701245e-17,-6414731250000002e-26,258148424e-18,5741218877499999e-25,8886529499999999e-25,1207222975e-18
-16018411975000001e-25,-154320842925e-20,-15281279425e-19,-1543955235e-18,-15883863699999999e-25,-16610666312499996e-25,-17656861725e-19,-19002370025000003e-25,-20658890375e-19,-22601642000000003e-25,-24846092e-16,-25527539000000003e-25,-266349815e-17,-2817955075e-18,-30197336250000006e-25,-3272573725e-18,-35785236750000005e-25,-394097225e-17,-43544817e-16,-4826077675e-18,-53362785250000005e-25,-5476734225e-18,-5736595924999999e-24,-6098473125e-18,-6561691575e-18,-7118199874999999e-24,-77513179e-16,-8429558225e-18,-9133437025e-18,-9823074750000001e-24,-10459043199999998e-24,-11017399025e-18,-11646432874999999e-24,-1229474605e-17,-12915181549999998e-24,-1344067895e-17,-138245896e-16,-140289897e-16,-14036028375000001e-24,-13839014099999999e-24,-13457356850000001e-24,-13443484399999999e-24,-13224672299999997e-24,-12828103775000002e-24,-122783232e-16,-11615735825e-18,-1088178495e-17,-1011896255e-17,-9363032275e-18,-864227025e-17,-7977663325000001e-24,-71539768249999995e-25,-637907645e-17,-56569618750000005e-25,-49911123e-16,-438245214e-17,-382956569e-17,-33292302575e-19,-28779880975e-19,-24714712225000004e-25,-2106015825e-18,-1652966135e-18,-12327975375e-19,-8390048100000001e-25,-46618375e-17,-1096980125e-19,23541718749999993e-26,573079625e-18,9074515674999999e-25,12438228e-16,15869647e-16
759444215e-17,75203319e-16,7604634099999998e-24,7827270575e-18,8180664525e-18,8651289999999999e-24,9219328275e-18,985651265e-17,10525037725e-18,11174581025000002e-24,11765918524999999e-24,11621837625e-18,11718890375e-18,1203018725e-17,12516433299999999e-24,13116431575e-18,13754077875e-18,14346692599999999e-24,14819211475e-18,15119355975e-18,15206208175000002e-24,14927512299999998e-24,14967200175e-18,15299553649999996e-24,1586581525e-17,165705205e-16,17304778e-15,17937316e-15,18358034499999997e-24,18486870424999996e-24,18294174175e-18,1735604e-14,16798532125e-18,16586976875e-18,16702292e-15,17090320999999996e-24,17677676249999998e-24,18354228249999998e-24,1899458425e-17,19472163e-15,19684418999999997e-24,1877962925e-17,17782276650000003e-24,16742394525e-18,15752524550000002e-24,1489499475e-17,14228047650000001e-24,13785564625e-18,13576363575e-18,13592051075e-18,13805239799999999e-24,14208996825e-18,1457402695e-17,14813682024999998e-24,14870905050000002e-24,14718272699999999e-24,14358083675000002e-24,13826416575e-18,13176304932500004e-24,12466756189999999e-24,1175429308e-17,12020557650000001e-24,12375920950000002e-24,12773032125000002e-24,13162136e-15,1349940675e-17,13738729949999999e-24,13849692175e-18,13814597674999999e-24,13637411275000002e-24,1332917805e-17
-7612403025e-18,-748606725e-17,-7526688675000001e-24,-7710092025e-18,-8024855900000001e-24,-8462441375000001e-24,-9006180625e-18,-963284375e-17,-10315976e-15,-1101242825e-17,-1168063125e-17,-11663619199999999e-24,-118745815e-16,-1228523625e-17,-128512785e-16,-13506986499999999e-24,-14171326475e-18,-14764108449999998e-24,-15209832674999998e-24,-15452692225e-18,-1546153335e-17,-15500614325e-18,-15840560375000003e-24,-164076065e-16,-1708967075e-17,-177588355e-16,-18286778e-15,-1857597325e-17,-18564710999999998e-24,-18248986000000002e-24,-17665233275e-18,-1805824e-14,-1857915225e-17,-19099052e-15,-19490034499999997e-24,-19656642249999998e-24,-1955000575e-17,-1917448175e-17,-18581933750000002e-24,-1783959275e-17,-170481315e-16,-16911835e-15,-16570061e-15,-1604889675e-17,-15391681249999998e-24,-14657509749999998e-24,-13906752875e-18,-13192504500000002e-24,-12555943050000003e-24,-12026775600000002e-24,-11623861e-15,-1075302875e-17,-9964132775000001e-24,-9273428699999999e-24,-8694154600000001e-24,-82333414e-16,-7893443075e-18,-7674683500000001e-24,-757304545e-17,-7584272724999998e-24,-7701984774999998e-24,-7194948825e-18,-6791178499999999e-24,-6485239075e-18,-6274163824999999e-24,-6152729275e-18,-6114395975000001e-24,-6154446199999999e-24,-6266537750000001e-24,-644371215e-17,-6678743075e-18
-2278246925e-18,-2262753225e-18,-2294383875e-18,-2366449425e-18,-2482969025e-18,-264475675e-17,-28456545249999998e-25,-30858140999999998e-25,-33633950500000003e-25,-36829978499999995e-25,-4048187325e-18,-40997334500000005e-25,-42263423e-16,-4432325199999999e-24,-471885555e-17,-5086870825e-18,-55289863250000004e-25,-6036912424999999e-24,-660306085e-17,-7218161649999999e-24,-7851836925000001e-24,-799094135e-17,-8286857300000001e-24,-8726072575e-18,-9296020725e-18,-99662713e-16,-10690697674999999e-24,-11418475125000001e-24,-1208602665e-17,-12639872675000001e-24,-13035922075000001e-24,-135595186e-16,-1416322755e-17,-1477095445e-17,-1530662845e-17,-15695400124999998e-24,-158845594e-16,-158490993e-16,-15592411450000005e-24,-1513819045e-17,-14533860249999999e-24,-14486873299999999e-24,-14233791775000003e-24,-13803142424999997e-24,-132249467e-16,-125433011e-16,-118041636e-16,-11051685800000001e-24,-10324784075e-18,-9652261699999998e-24,-9055656199999998e-24,-821102855e-17,-74231077750000006e-25,-6699758824999999e-24,-604650565e-17,-5465868625e-18,-4957430075e-18,-4519856255e-18,-41503337325e-19,-3844935932500001e-24,-36009641175e-19,-3127299725e-18,-270640402e-17,-23299284675000005e-25,-19913163375e-19,-16858807650000002e-25,-14091071525e-19,-1156501205e-18,-9238304925e-19,-7087963050000001e-25,-5082552885e-19
