14325529e-17,46570683575e-20,25662985975000003e-26,-14845961499999998e-25,-8025482975e-18,-47199997042499995e-25,15549556249999998e-25,59975652500000006e-25,10008302224999999e-24,8173640604999998e-24,33417700825000005e-25,-1974900499999999e-26,-27056845e-16,-6188842825e-18,-6582069175e-18,-335906766675e-20,-657258295e-18,13926180572499997e-25,2902625425e-18,50372193e-16
-3993188455e-19,-693631405e-18,-2070518375e-18,-59121827e-16,-11409288375e-18,-62865351850000005e-25,-15232871e-17,397743995e-17,8461062475e-18,72877238849999996e-25,2487321925e-18,-101367175e-17,-376230755e-17,-70891012e-16,-71305135e-16,-38080517575e-19,-1109519315e-18,9016097974999999e-25,24257567249999995e-25,4549088925e-18
25816305e-16,47296508499999995e-25,771941285e-17,11690908749999998e-24,1201391e-14,418268375e-17,7705360125000001e-24,1096617525e-17,128948053e-16,10067582825000001e-24,53182488749999996e-25,23780773575e-19,25358217250000003e-26,-3411127925e-18,-5062038675e-18,-22900931725e-19,34405195775000004e-26,23015483e-16,388497725e-17,6122342975e-18
4825881800000001e-24,7964067674999999e-24,12109126924999997e-24,1629304925e-17,1771743825e-17,110294124e-16,10444878898e-18,12581794774999998e-24,13860511775000002e-24,10782519175000001e-24,61296773749999994e-25,344099054e-17,16277227850000001e-25,-1822345225e-18,-42418905249999995e-25,-1805095575e-18,712128495e-18,26489475250000005e-25,43020669750000005e-25,655516845e-17
67343484125000005e-25,10695854924999999e-24,14632073399999999e-24,1772785665e-17,19144832499999998e-24,12998306675000001e-24,113592504625e-19,13101683999999999e-24,14216763600000002e-24,11036802e-15,64391048e-16,3855638261225e-21,21566776375e-19,-1153316875e-18,-3905675475e-18,-16454131075e-19,8331407000000001e-25,26573153250000002e-25,432640165e-17,6612252349999999e-24
819784479e-17,12316581225000001e-24,154885678e-16,18477800375e-18,19799535750000002e-24,13922595550000001e-24,11840749490000001e-24,13365391575e-18,14356988699999999e-24,111747571e-16,65997217e-16,4080762715e-18,24491877525e-19,-7748735625000001e-25,-3746893225e-18,-1581386665e-18,888438175e-18,2696824225e-18,43434864e-16,6582751125e-18
-290039978875e-20,-4835295275e-18,-907418495e-17,-1420594405e-17,-15051214549999998e-24,-9505011350000001e-24,-43218849e-16,-16214643124999998e-25,25955447749999998e-25,4900977605e-18,7973399525e-19,-29861411999999998e-25,-56929325750000005e-25,-873070665e-17,-8144878525e-18,-46395085725e-19,-20031271975000003e-25,-10746911749999999e-26,1362453075e-18,32898298000000004e-25
77933301e-16,11891321075e-18,15300868725e-18,18299905749999997e-24,196309115e-16,13696090900000002e-24,11719366009499999e-24,1329793655e-17,1430147185e-17,111283927e-16,6548054675e-18,4015531425e-18,2356578105e-18,-9034117575000001e-25,-37980867749999994e-25,-16163257000000002e-25,8587577999999999e-25,26630998250000004e-25,43332322e-16,656842415e-17
7685628050000002e-24,11923819249999998e-24,1526818945e-17,18282089875e-18,1961848325e-17,13675678724999998e-24,116997212425e-19,13297490725e-18,14307314275000001e-24,11119768424999999e-24,65396345999999995e-25,40092083700000004e-25,2347618335e-18,-9096635825e-19,-3786175625e-18,-1609800785e-18,8720997249999999e-25,2705965825e-18,4360797375e-18,66371404999999994e-25
62688224949999995e-25,10023368375e-18,14180569099999998e-24,17319683499999996e-24,188234415e-16,125562951e-16,11130817224999999e-24,129744736e-16,14122665874999997e-24,1098742575e-17,63804436e-16,37854225620000005e-25,205601228e-17,-12968019500000001e-25,-3960912175e-18,-16819056050000002e-25,8339977449999999e-25,272106315e-17,4397827125000001e-24,6678225275000001e-24
