-12118420775e-19,-24501256e-16,-54013686749999995e-25,-10735302325e-18,-13451013575e-18,-7649192074999999e-24,-21628358415e-19,13409250250000001e-25,64813932749999995e-25,61092032424999995e-25,14602895625e-19,-18273424250000002e-25,-4789304775000001e-24,-815519145e-17,-756445429e-17,-42050818475e-19,-17742035407499999e-25,-17319496999999999e-26,1556841925e-18,376711575e-17
3728578e-17,-626707025e-19,-99687166e-17,-46527793999999995e-25,-107238133e-16,-56166251625e-19,29087289499999997e-26,44695753249999995e-25,90355772e-16,72803985575e-19,25391543225e-19,-56925907275e-20,-35941224750000004e-25,-72106440749999995e-25,-7000139775000001e-24,-3721479902375e-21,-12636493925e-19,40292317000000005e-26,21815674e-16,44400998249999995e-25
1365693339e-18,197088075e-17,27459088e-16,2234506425e-18,-454490345e-17,-34746615725e-19,2328315625e-18,6678372449999999e-24,10356621325e-18,81207480175e-19,33462574100000006e-25,3609717225e-19,-25230826749999995e-25,-6281461025e-18,-64629989775e-19,-33050873200000003e-25,-8453650339999999e-25,878000475e-18,2656229975e-18,5021442625e-18
-4490468675000001e-24,-7711729725e-18,-12704345175000001e-24,-15896089575e-18,-15934809249999996e-24,-10240390424999999e-24,-6041710574999999e-24,-446369815e-17,-450370185e-18,3845761975e-18,49611835000000016e-27,-3252099400000001e-24,-60558160749999995e-25,-9106359175e-18,-820442135e-17,-47512984225e-19,-23622871975e-19,-8653730130000001e-25,7382243999999999e-25,27935467000000003e-25
-100160425e-16,-14121009800000001e-24,-16622202125e-18,-18313667e-15,-16634061e-15,-10993907000000001e-24,-7335981e-15,-640588025e-17,-32318732299999992e-25,212693005e-17,-940037475e-18,-3988669825e-18,-6774243300000001e-24,-9647532825e-18,-8559925725e-18,-50672007e-16,-271318455025e-20,-1297528275e-18,17548656475e-20,2169981075e-18
3901064725e-18,6477227949999999e-24,10427388125e-18,14601439525000001e-24,1536090375e-17,7824808195e-18,9426416410499999e-24,12176259549999999e-24,134666937e-16,1027972595e-17,568365495e-17,32698395775000006e-25,1238479475e-18,-28371423e-16,-4712694167500001e-24,-2035573745e-18,3537499775e-19,2067238425e-18,3890859225e-18,6325004649999999e-24
334766758025e-20,5261156550000001e-24,8624405175e-18,12433656499999999e-24,12278904249999997e-24,43988586924999995e-25,79846771e-16,11273301775000001e-24,12968692474999998e-24,9920794675e-18,52580545e-16,2705232928e-18,50442507e-17,-36357546250000002e-25,-51413646700000005e-25,-23232562225e-19,12021258249999997e-26,18425391749999999e-25,35918376000000003e-25,5996826375e-18
-158177023e-17,-28300667749999997e-25,-5852676675e-18,-112267028e-16,-13566352024999999e-24,-7815147475e-18,-2387770765e-18,10599755000000001e-25,6233949999999999e-24,6002387725e-18,13597850400000002e-25,-19560557e-16,-49365236e-16,-8252770625e-18,-762141632e-17,-42627682274999996e-25,-18483710375e-19,-2519315175e-19,14718339e-16,36866690500000006e-25
-13517730925e-19,-26443342250000006e-25,-5613731925e-18,-10972818049999999e-24,-135837154e-16,-7756813624999998e-24,-2316140965e-18,1115727625e-18,6263390525e-18,5998522975e-18,1369486625e-18,-19146477e-16,-4886365024999999e-24,-8236327075e-18,-7632897424999999e-24,-42700321175e-19,-18541272599999999e-25,-2695180385e-19,14436081250000002e-25,36014712000000004e-25
-2765183775e-18,-5097462625e-18,-9358285025e-18,-14433434675000002e-24,-149507301e-16,-9234079025e-18,-4439894725e-18,-202477293175e-20,27093895e-16,4824434819999999e-24,5423683425e-19,-28907055249999996e-25,-5783070725000001e-24,-887464735e-17,-8078139e-15,-4643625771500001e-24,-22478848975e-19,-724799465e-18,927340275e-18,29899025749999998e-25
11595343350000002e-25,15908976675e-19,21853794675e-19,13435256699999997e-25,-5567560425e-18,-36384504499999993e-25,227455e-14,6693351099999999e-24,10392970575000001e-24,81446035875e-19,33837523749999995e-25,40110922249999997e-26,-2471045225e-18,-6240770775000001e-24,-64315513825e-19,-32594448099999998e-25,-7846792189999999e-25,960490275e-18,27453096249999998e-25,51157242249999995e-25
7462761999999999e-24,11382050175e-18,14941214475000003e-24,18048059724999997e-24,19122575e-15,126970545e-16,1146989495e-17,13349666349999999e-24,141806416e-16,1082700295e-17,6338816775e-18,4149139239999999e-24,237524202e-17,-1453254825e-18,-4067067675e-18,-17229359949999999e-25,6150706175e-19,2244962725e-18,4058834375000001e-24,6517769e-15
-31158842250000003e-25,-5602365e-15,-10122151449999999e-24,-14921862050000003e-24,-1521114085e-17,-9480590975e-18,-4820124125e-18,-2600382385e-18,1940157425e-18,45130076575e-19,38552965650000004e-26,-2991071099999999e-24,-58575581250000004e-25,-8933977575000001e-24,-812782935e-17,-4666995236e-18,-22694448025000002e-25,-7562945875e-19,879382375e-18,293502915e-17
-446592119e-17,-7577586699999999e-24,-12456970849999998e-24,-15925009e-15,-15931305e-15,-10222789774999999e-24,-6010029250000001e-24,-4416370225000001e-24,-3956739295e-19,38531148e-16,6172660025e-20,-322936445e-17,-6021184075e-18,-9064092775000002e-24,-818292235e-17,-4731938129e-18,-23442677050000002e-25,-8406772407500001e-25,78494355e-17,2847352375e-18
7121155015e-19,8612045524999999e-25,964633935e-18,-95045198375e-20,-7957203375e-18,-4361939375e-18,1658170175e-18,613830875e-17,10061987975e-18,79387406375e-19,31781134490000004e-25,16125287e-17,-27463804250000003e-25,-6477162874999999e-24,-6631125624999999e-24,-34181204499999995e-25,-945757895e-18,7901023557499999e-25,2607079625e-18,4938693075e-18
6690683075e-18,10387202425e-18,14441457375e-18,17531044749999997e-24,18625304e-15,120327467e-16,111277874425e-19,13171880324999999e-24,14078345750000002e-24,10750813875000001e-24,6249760825e-18,40090957825e-19,22023236875e-19,-16700897250000003e-25,-4180730774999999e-24,-17902760449999998e-25,5646582899999999e-25,22324206750000002e-25,4009794275e-18,6453791949999999e-24
-2491733275e-18,-4625251375e-18,-868345135e-17,-139344324e-16,-14661020450000002e-24,-894293925e-17,-40004481e-16,-1380700938e-18,353890965e-17,50579271875e-19,6755389725e-19,-27746553749999998e-25,-56719170999999995e-25,-88010163e-16,-80275132275e-19,-46062652674999995e-25,-2213896615e-18,-6901850524999999e-25,98363435e-17,3067216775e-18
-8367599325000001e-24,-12665849250000001e-24,-15865692575e-18,-178488245e-16,-16937616750000002e-24,-11377539e-15,-7979694525e-18,-7370372775e-18,-465395202e-17,109894243625e-20,-1389867625e-18,-4361212475e-18,-71085582e-16,-98789712e-16,-87037787e-16,-51902615850000006e-25,-2844160979e-18,-14672415375e-19,-6161330249999998e-26,19092787750000003e-25
-6455334402500001e-24,-10371166075e-18,-14616176375000003e-24,-17048733675e-18,-16555953e-15,-10951345500000001e-24,-72499631e-16,-62892529000000005e-25,-30174446275e-19,22201845e-16,-857162e-15,-3917300474999999e-24,-676783695e-17,-9630828125e-18,-8540802775e-18,-5060642965e-18,-26988804455e-19,-1277775045e-18,21106929375e-20,2221192375e-18
60669213499999996e-25,968735895e-17,139898198e-16,17145449750000003e-24,182634285e-16,11529082875000001e-24,1091060936e-17,13039162474999999e-24,13992890975e-18,10691770175000001e-24,616828145e-17,39046760725e-19,20530478709749997e-25,-18527199750000002e-25,-42704043775e-19,-18336757925000007e-25,49581352075e-20,21699876000000003e-25,39539005e-16,636878155e-17
